id,name,host_id,host_name,neighbourhood_group,neighbourhood,room_type
3923538,Large Retro Style Pre-War Studio,20324827,Catherine,Brooklyn,Flatbush,Entire home/apt
3924092,Lincoln Center Area Apartment,13135873,Jan,Manhattan,Upper West Side,Entire home/apt
3924325,"Beautiful, Mdrn, Nwly Renovated Rm",20278196,Stephanie,Brooklyn,East Flatbush,Private room
3924397,Quiet Location with two balconies,20329737,Aleksandra,Brooklyn,Williamsburg,Entire home/apt
3924506,Room in sunny & plant filled apt!,452781,Lian,Brooklyn,Crown Heights,Private room
3924619,Gorgeous Room Near Prospect Park,1216362,Camila,Brooklyn,Flatbush,Private room
3924820,Manhattan - Next to Subway!,1632428,Matias & Marlana,Manhattan,Harlem,Private room
3925426,Room in Gorgeous apartment,2224374,Younes,Brooklyn,Williamsburg,Entire home/apt
3928241,1 Bedroom in the Lower East Side,14549202,Jeff,Manhattan,Lower East Side,Entire home/apt
3928525,Stunning 2 bed 2bath Wall St. Luxury Apt,16101222,Andrew M.,Manhattan,Financial District,Entire home/apt
3928833,Brooklyn townhouse for filming,1331180,Matt -N- Jenny,Brooklyn,Bushwick,Entire home/apt
3929669,Sunny 1 br in Greenpoint,622694,Shawn,Brooklyn,Greenpoint,Entire home/apt
3930149,Charming and Beautiful 1-BR Apt ,92782,Payal,Brooklyn,Greenpoint,Entire home/apt
3930842,1BR+BA IN LXRY CONDO W POOL+PARKING,1568383,Joshua,Brooklyn,Williamsburg,Private room
3930878,Clean One Bedroom Apartment,20364466,Michael,Manhattan,East Village,Entire home/apt
3933059,Where Love and Happiness Live,20377328,MaryEllen,Manhattan,Washington Heights,Entire home/apt
3933382,Private room 5 min from manhattan!,20379079,Zack,Queens,Long Island City,Private room
3936970,XL Fort Greene Garden Apt,1406214,Patric,Brooklyn,Fort Greene,Private room
3939041,Private cozy studio apartment,284199,Avijit,Queens,Jackson Heights,Entire home/apt
3939086,"Call this Home (for a spell, at least....)",881214,Mysia,Bronx,Mott Haven,Private room
3939535,JFK/LGA Queens Modern Apt.,20411855,Chuck,Queens,Briarwood,Private room
3940301,1 bdrm in Washington Hgts-Park side,7837510,Anna,Manhattan,Washington Heights,Entire home/apt
3942731,Top Floor Doorman Apt-Water Views,2555556,Laura,Manhattan,Battery Park City,Entire home/apt
3943279,ENTIRE FURNISHED 1BD APT.,20433199,Merritt,Manhattan,East Village,Entire home/apt
3943879,Prime Williamsburg loft on Bedford,20435647,Mette,Brooklyn,Williamsburg,Entire home/apt
3944200,A Safe & Pleasant Time in NYC,20438402,Geoff & Aurelia,Manhattan,East Harlem,Entire home/apt
3944233,Huge space and MILLION DOLLAR VIEWs,12351216,Kevin,Manhattan,Theater District,Private room
3944499,Cozy Bedroom in Crown Heights Brooklyn,6771709,Lauren,Brooklyn,Crown Heights,Private room
3944625,Huge serene room in a perfect area!,20440955,Mario,Brooklyn,Brooklyn Heights,Private room
3944627,Gramercy One Bedroom w Two Beds,71418,Matt,Manhattan,Gramercy,Entire home/apt
3945796,Grand Central/UN/Langone. Lrg Rm Vu's. Own1/2 Bath,20447869,Burton,Manhattan,Kips Bay,Private room
3946018,Luxury Building in Time Square,20449160,Mark,Manhattan,Theater District,Entire home/apt
3946115,Large 3 bedroom on Upper West Side,20449763,Christine,Manhattan,Upper West Side,Entire home/apt
3946177,"A Safe & Pleasant Time in NYC, 2",20438402,Geoff & Aurelia,Manhattan,East Harlem,Entire home/apt
3946201,"Spacious king size redwood bedroom, 20 min to NYC",5650180,Jessica,Queens,Elmhurst,Private room
3946239,Clinton Hill Apartment 2 BR,20449694,Luis,Brooklyn,Clinton Hill,Entire home/apt
3946288,"A Safe & Pleasant Time in NYC, 3",20438402,Geoff & Aurelia,Manhattan,East Harlem,Entire home/apt
3946471,Bedford Avenue,7739416,Ade,Brooklyn,Flatbush,Private room
3948939,Comfy 1 bd/1 bath-Upper West Side,20464791,Olga,Manhattan,Upper West Side,Entire home/apt
3950114,"Warm, Spacious, Convenient and Cozy",10528897,Erika,Queens,Astoria,Private room
3951363,Historical Cozy Home in Bushwick,9769764,Skyler,Brooklyn,Bushwick,Private room
3952093,Entire 2 bdrm/2 bth UWS/RiversdePrk,20484008,Mike,Manhattan,Upper West Side,Entire home/apt
3952676,Designer Apartment in Williamsburg,3097283,Leta,Brooklyn,Williamsburg,Entire home/apt
3952731,Entire Flat in quiet neighborhood,20435679,Frank,Brooklyn,Windsor Terrace,Entire home/apt
3953314,Hamiltons Hideway Lower Level Apt NYC,295128,Carol Gloria,Bronx,Clason Point,Entire home/apt
3953415,LL2,295128,Carol Gloria,Bronx,Clason Point,Private room
3953585,Manhattan Private Room15min=TimesSQ,7580038,Jack Andrew,Manhattan,Harlem,Private room
3953942,Spacious 1 Bedroom Apt in Brooklyn,8015051,Justine,Brooklyn,Crown Heights,Entire home/apt
3957619,"Prime SoHo! shops, food, fun",12485770,Raanan,Manhattan,SoHo,Entire home/apt
3958460,Central Park-Lincoln Center,10194688,Mariela,Manhattan,Upper West Side,Private room
3959369,Luxurious 1BR Best Views in NYC! ,2032408,Kimberly,Manhattan,Battery Park City,Entire home/apt
3962389,Two bedroom fully furnished apt.,20534981,Charlayne,Brooklyn,Flatlands,Entire home/apt
3962586,Sunny private room in Gramercy,20536249,Daphne,Manhattan,Gramercy,Private room
3963137,Beautiful Bed-Stuy Brownstone,5742948,Tommy,Brooklyn,Bedford-Stuyvesant,Entire home/apt
3963345,Large Duplex Apt. with Balcony near Union Square,978546,Shivani,Manhattan,East Village,Entire home/apt
3963635,"A 2-story, 2-bedroom house - 20min to Downtown",20543178,Pervaiz,Brooklyn,Bedford-Stuyvesant,Entire home/apt
3967160,Firehouse Loft with Harbor Views,20555401,Susannah,Staten Island,Stapleton,Entire home/apt
3967492,East Village Studio Apt.,5160894,Pat,Manhattan,East Village,Entire home/apt
3967945,Great Apt steps from Central Park,18481481,Jeff And Jessica,Manhattan,East Harlem,Private room
3968434,SUNNY HUDSON RIVER VIEW   2BATHRM APT NEAR SUBWAY,1100494,Mike&Mavi,Manhattan,Harlem,Private room
3968610,Charming apt in Greenwich Village!,20567256,Marina,Manhattan,Greenwich Village,Entire home/apt
3970224,Groovy Two Story Garden Apartment,1033829,Joe & Michael,Brooklyn,Bedford-Stuyvesant,Entire home/apt
3970345,Luxury large Penthouse /Fireplace / City views..,363472,Barry,Manhattan,East Village,Entire home/apt
3970562,In The Heart of The East Village,15309829,Natalie,Manhattan,East Village,Entire home/apt
3970701,Beautiful Private Room in Newly Renovated Apt,20278196,Stephanie,Brooklyn,East Flatbush,Private room
3970724,Spacious 2 bedroom in trendy hood,3339819,Jennifer,Brooklyn,Crown Heights,Entire home/apt
3970755,Sunny Junior 1 Bedroom,3164949,Robert,Brooklyn,Cobble Hill,Entire home/apt
3970936,"Prime Gramercy, Luxury 1BD DOORMAN ",1475015,Mike,Manhattan,Gramercy,Entire home/apt
3971065,Spacious Modern Apt that feels like HOME,20580437,Adam,Brooklyn,Williamsburg,Entire home/apt
3971526,"Sunny, Spacious Room in Brooklyn!",1840581,Angelica,Brooklyn,Flatbush,Private room
3971534,SpaciousBedroom in Brownstone Bklyn,14741088,Victoria,Brooklyn,Carroll Gardens,Private room
3971580,Entire apartment 1st Floor,17576229,Mary,Brooklyn,Bay Ridge,Entire home/apt
3971948,Charming sunny room in Brooklyn,19808313,Georgia,Brooklyn,Clinton Hill,Entire home/apt
3973944,Ground & Rejuvenate PR Williamsburg,1401835,Danielle,Brooklyn,Williamsburg,Private room
3974464,Art Studio Loft in Manhattan (UWS),20047729,Fabio,Manhattan,Upper West Side,Private room
3975630,Beautiful 1 bedroom in NYC,20604091,Eliana E,Queens,Woodside,Entire home/apt
3979360,!!Studio next to Empire State Bldg.,20624434,Matti,Manhattan,Midtown,Entire home/apt
3979611,Located at the heart of Manhattan,19407840,Peng,Manhattan,Roosevelt Island,Entire home/apt
3979613,ECO-CHIC PALLET DESIGN APARTMENT,20625992,Christian,Queens,Jackson Heights,Entire home/apt
3979628,BR/Private Bath 10Mins to TIME SQ,2766755,Mara,Manhattan,Harlem,Private room
3979714,Central Park North 1BD,557329,James,Manhattan,Harlem,Shared room
3980487,Awesome Apartment near Times Sq.,3424328,Jd,Manhattan,Chelsea,Entire home/apt
3983422,Chelsea Home with a View,17546682,Angela,Manhattan,Chelsea,Entire home/apt
3983469,Private room near Columbia University,8734291,Mike,Manhattan,Upper West Side,Private room
3983643,Gorgeous 1BD Best Gramercy Park  ,1475015,Mike,Manhattan,Gramercy,Entire home/apt
3984168,Union Square~Reno 2BR~Great Value,2119276,Host,Manhattan,East Village,Entire home/apt
3985673,NYC Artists Loft in Chelsea,6337882,Michael,Manhattan,Chelsea,Entire home/apt
3987571,Garden Apartment with Private Entry,20670026,Monifa & Saint,Brooklyn,Bedford-Stuyvesant,Entire home/apt
3987599,"Great 3 Bdrm- Internships, Students",20670246,Jaxon,Brooklyn,Bushwick,Entire home/apt
3989564,Brooklyn Garden Apartment ,1272714,Arielle,Brooklyn,Bedford-Stuyvesant,Entire home/apt
3992326,Bohemian Den in Chinatown-New York,20694703,Pablo,Manhattan,Lower East Side,Entire home/apt
3993392,Stylish 2bdr harlem brownstone,11790239,Mina,Manhattan,Harlem,Entire home/apt
3993553,North Park Slope Studio,6198638,Carla,Brooklyn,Park Slope,Entire home/apt
3999228,Best Location NYC! Studio in heart of The Village,14545465,Tom,Manhattan,West Village,Entire home/apt
4000133,Ditmas Park townhouse front bedroom,20738908,James,Brooklyn,Flatbush,Private room
4000561,Large apartment in Manhattan UWS,3325418,Patricia,Manhattan,Morningside Heights,Entire home/apt
4000571,Private Suite/Bath in Manhattan NYC,3325418,Patricia,Manhattan,Morningside Heights,Private room
4000579,Sunny 1 BR Brooklyn Loft Apartment ,3146353,Sara,Brooklyn,Clinton Hill,Entire home/apt
4000621,Hancock House cozy Garden Level,1542375,Nicci & David,Brooklyn,Bedford-Stuyvesant,Entire home/apt
4003515,Charming New York town house,2787824,Martyn,Queens,Glendale,Private room
4006264,Cozy Parkside 1 Bedroom Apartment,942933,David,Manhattan,Harlem,Entire home/apt
4007277,Convenient and Affordable in the Heart of Astoria,3120671,Benham,Queens,Astoria,Private room
4007770,One Bedroom in Heart of Harlem,16949652,Derrick,Manhattan,Harlem,Entire home/apt
4008443,"Private room in Astoria, NY!!",20741468,Sarah,Queens,Astoria,Private room
4013339,Amazing Private Room in the Heart of Manhattan,2090439,Matt,Manhattan,Little Italy,Private room
4013668,Spacious Park Slope brownstone,20809866,David,Brooklyn,Park Slope,Entire home/apt
4016069,1C.  Private  Rm in Guesthouse Manhattan,7831209,Bobi,Manhattan,East Harlem,Private room
4016121,Located in the heart of NoLita.,14707270,Hamish,Manhattan,Nolita,Entire home/apt
4016142,Big Bedroom in Sunny & New Lower East Side Apt,20822611,Robin,Manhattan,Lower East Side,Private room
4016173,Turn of the Century Railroad Flat /4 day Wknd,9639040,Joanne,Brooklyn,Park Slope,Entire home/apt
4016791,Sunny Private Bedroom,20827756,Jillian,Manhattan,Washington Heights,Private room
4017226,Comfortable room in Brooklyn,20830484,Lorcán,Brooklyn,Gowanus,Private room
4020957,Sunny Room in Bedstuy,12876904,Marla,Brooklyn,Bedford-Stuyvesant,Private room
4024936,"Beautiful, Bright, Williamsburg apt",10263619,Chloe,Brooklyn,Williamsburg,Entire home/apt
4025313,One Bed Studio at Wall Street,17249397,Sushant,Manhattan,Financial District,Shared room
4025329,SPACIOUS STUDIO-HIGH END FINISHES,9743617,Patricia,Manhattan,Harlem,Entire home/apt
4026150,"Personal, Private and Pretty NYC Apartment",16514175,Karen,Queens,Elmhurst,Entire home/apt
4028670,Luxury 1 Bedroom Sublet ,7877288,James,Manhattan,Lower East Side,Entire home/apt
4031297,Clean Bedroom in Greenwich Village,4163733,Mike,Manhattan,Greenwich Village,Private room
4031463,Comfortable Private space with a terrace,20900568,Mike,Bronx,Norwood,Private room
4031809,Prewar classic NYC apartment.,20902552,Miquel,Manhattan,Washington Heights,Private room
4032229,Beautiful airy room in nice family home,13649613,"Rossy,  Carmen And Juan",Bronx,University Heights,Private room
4033300,Sunny and comfortable 2 bedroom apt,2155917,Stephanie,Brooklyn,Bedford-Stuyvesant,Entire home/apt
4033422,The Lighthouse Manor,20911928,Judith,Staten Island,Lighthouse Hill,Entire home/apt
4033444,Big New York City Suite Near Subway,20912185,Saya & Diego,Brooklyn,Crown Heights,Entire home/apt
4033521,Brooklyn 1 BR Near Subway,1369577,Thomas & Gaby,Brooklyn,Crown Heights,Entire home/apt
4033998,Chic and peaceful,11818785,Fabio,Queens,Jackson Heights,Private room
4037379,"Bright, Spacious Studio in Brooklyn",5642757,Ilona,Brooklyn,Flatbush,Entire home/apt
4037522,"Cozy, Safe & Clean room in Astoria",608396,Kiara,Queens,Astoria,Private room
4038794,Bright room with private bathroom,19638238,Elke,Manhattan,Washington Heights,Private room
4039020,"HUGE, PRIVATE BATH, STEPS FRM TRAIN",430188,Pam,Brooklyn,Williamsburg,Private room
4039789,Harmonious Sanctuary near Yankee Stadium.,20945243,Michael,Bronx,Concourse Village,Entire home/apt
4040900,Couch in times square,3789165,Lisa,Manhattan,Theater District,Shared room
4040926,1BR Apartment- Fantastic Location!,15742426,Lauren,Manhattan,East Village,Entire home/apt
4041189,"Cozy 1 bedroom + air mattress, 2 cats, sleeps 3",19755511,Agnieszka,Manhattan,Washington Heights,Entire home/apt
4041351,Private Room In A Comfy 3BR Apt,2034343,David,Brooklyn,Crown Heights,Private room
4041383,Harlem Knight - the heart of Manhattan,20955075,Rk,Manhattan,Harlem,Private room
4044625,LES Studio with Large Patio,20971414,Tuvia,Manhattan,Chinatown,Entire home/apt
4044906,Ft Greene / Garden / Sauna,15582617,Andrew,Brooklyn,Fort Greene,Entire home/apt
4046281,Spacious and Sunny Private Bedroom!,20979850,David,Manhattan,East Village,Private room
4047638,NYC-Great Cost x Benefit-Huge Room-Next to Subway.,20987432,Valeria,Queens,Astoria,Private room
4047751,Beautiful Upper West 1 BR Apartment,16325217,Sarah,Manhattan,Upper West Side,Entire home/apt
4047791,Spacious Sunny 2BR/Prime Greenpoint,20987992,Alicja,Brooklyn,Greenpoint,Entire home/apt
4047815,Jackson Heights charmer!,20988865,Elizabeth,Queens,Jackson Heights,Entire home/apt
4047932,Central Park Housing,20989479,Arnab,Manhattan,Upper West Side,Shared room
4048043,1 BR in Exposed Brick SoHo apt,10135,Jason,Manhattan,SoHo,Private room
4050254,Mid-Century Modern En-Suite in Brownstone!,9492212,Emily And Joel,Brooklyn,Park Slope,Private room
4050765,Harmony House 3 on Madison Street,21014758,Garnet,Brooklyn,Bedford-Stuyvesant,Private room
4050795,Cozy Contempo Rustic Chic (stay w/a local artist!),21004091,Tony,Brooklyn,Bushwick,Private room
4051643,Cozy Chic Uptown Home,21009723,Magen,Manhattan,Harlem,Private room
4052514,Wow!  Two Bedroom Apartment in Safe Neighborhood!,2037149,Steve & Anna,Brooklyn,Windsor Terrace,Entire home/apt
4053249,Quiet 2 bdrm in cozy Clinton Hill!,21019043,Jason,Brooklyn,Clinton Hill,Entire home/apt
4053287,Spacious Apartment with River Views!,21019260,Michael And Donna,Manhattan,Roosevelt Island,Entire home/apt
4053471,Apartment in Heart of Greenpoint,3967335,Molly,Brooklyn,Greenpoint,Private room
4053517,Two-Bedroom Greenpoint Apartment,3967335,Molly,Brooklyn,Greenpoint,Entire home/apt
4053564,Beautiful room with bathroom,21020951,Claudina,Brooklyn,Bedford-Stuyvesant,Private room
4053597,Artist's Creative Cozy Studio in Park Slope,5133495,Mary Kathryn,Brooklyn,South Slope,Entire home/apt
4053912,"Lots of space, great location",21017521,Isis,Brooklyn,Prospect-Lefferts Gardens,Private room
4053987,Small Private Room for 1 person,1960128,Luana,Queens,Ozone Park,Private room
4054332,awesome location.,21026294,Gilda,Brooklyn,Park Slope,Private room
4054450,Comfortable & Spacious Home in NYC,4054295,Charles,Manhattan,Hell's Kitchen,Entire home/apt
4055732,Stay in Clinton Hill sprout house!,12368114,Rachelle,Brooklyn,Clinton Hill,Private room
4057361,"Large, Bright, Studio-Style Bedroom",2075509,Melissa,Queens,Long Island City,Private room
4058701,Spare bedroom for rent in UWS-NYC,20484008,Mike,Manhattan,Upper West Side,Private room
4058949,3C. Private Rm in Guesthouse Manhattan,7831209,Bobi,Manhattan,East Harlem,Private room
4059037,Light Filled Studio,20441343,Lilah,Brooklyn,Bedford-Stuyvesant,Private room
4059620,Heart of Soho/Nolita,2788262,Stara,Manhattan,SoHo,Entire home/apt
4060446,Modern spacious flat in Manhattan,21060554,Rob,Manhattan,Inwood,Entire home/apt
4060526,Private Room A,10384906,Susan,Brooklyn,Sunset Park,Private room
4060993,Spacious apt. 15 min to Manhattan,21064077,Dan,Queens,Ridgewood,Entire home/apt
4063357,Stuvesant East,19382874,Anthony/Joanne,Brooklyn,Bedford-Stuyvesant,Entire home/apt
4066224,Williamsburg Gem With Private Patio!,4050500,Kelly,Brooklyn,Williamsburg,Entire home/apt
4067861,Newly Renovated BR in Heart of BK!,21096602,Khadija,Brooklyn,East Flatbush,Private room
4068216,Unbelievable Upper East Side Loc.,19331457,Yevgeny,Manhattan,Upper East Side,Private room
4069228,1BR condo right by Prospect Park,14793862,Eleanor,Brooklyn,East Flatbush,Entire home/apt
4069341,Urban Rustic Retreat,21105084,Sugeiry,Manhattan,Harlem,Entire home/apt
4069681,"""DECO CASA""  2 Bedroom Greenpoint Brooklyn",20741012,Devin,Brooklyn,Greenpoint,Entire home/apt
4070025,Luxury Flat with Outdoor and Study Room,21110000,Shahram,Brooklyn,DUMBO,Entire home/apt
4070027,Room at East 110th St Upper East/E. Harlem,5558013,Suzanne,Manhattan,East Harlem,Private room
4071007,Cozy 1 BR in Exposed Brick SoHo Apt,10135,Jason,Manhattan,SoHo,Private room
4074248,Skylight Room in BK Duplex in Williamsburg,6459254,Todd,Brooklyn,Williamsburg,Private room
4074892,Huge shared apt Near Times Sq & Convention Center,13322263,Aj,Manhattan,Hell's Kitchen,Private room
4076084,Alcove Studio & Terrace best part of Williamsburg!,7116594,Russell,Brooklyn,Williamsburg,Entire home/apt
4077090,Quiet Haven in Park Slope Huge 2BR,316474,Ellie,Brooklyn,South Slope,Entire home/apt
4077427,"Bright, Modern loft in Williamsburg",4148174,Daniel,Brooklyn,Williamsburg,Entire home/apt
4077428,Amazing park view in the LES!!!,21149119,David,Manhattan,Chinatown,Entire home/apt
4077460,Brooklyn modern 2 BR Garden Floor,21149129,Jenny,Brooklyn,Bedford-Stuyvesant,Entire home/apt
4081707,Red Hook Architectural with huge outdoor area,4792032,Cee,Brooklyn,Red Hook,Entire home/apt
4081800,Classic Brownstone Apartment,4835582,Julia,Manhattan,Harlem,Entire home/apt
4081926,1 BDR APARTMENT  7 MINS FROM JFK 5 STAR RATED,21171867,Jennifer And Basil,Queens,Springfield Gardens,Entire home/apt
4082062,Unique room w/2 Twin beds..wifi*metro* quiet*safe,310670,Vie,Bronx,Eastchester,Private room
4082357,Big bedroom in Brooklyn!,3801427,Liz,Brooklyn,Greenpoint,Private room
4083049,Modern Brooklyn Brownstone,1335736,Ozlem,Brooklyn,Bedford-Stuyvesant,Entire home/apt
4084603,Prime East Village 1 Bedroom,7861502,Aviad,Manhattan,East Village,Entire home/apt
4085647,Cozy and Convenient – Spacious 1 Bedroom Apartment,21145652,Kathisha,Brooklyn,East New York,Entire home/apt
4088506,"Modern, central WBurg 2BR w/rooftop",2436652,Krzysztof,Brooklyn,Williamsburg,Entire home/apt
4089102,Serenity Near Manhattan,21183428,Jae (Owen's Wife),Brooklyn,Bedford-Stuyvesant,Entire home/apt
4089189,Stunning Parlor Garden Apartment,5317124,Caroline,Brooklyn,Clinton Hill,Entire home/apt
4089492,BUSHWICK (1 block from Jefferson L),21210898,Fagan,Brooklyn,Bushwick,Private room
4089915,"PRIVATE, Airy, 1 Bedroom Apt in Central Bushwick",2917387,Emily,Brooklyn,Bushwick,Entire home/apt
4090748,Entire Manhattan Apt in Upper East,21217401,Yong,Manhattan,Upper East Side,Entire home/apt
4091629,"DO DROP IN, LLC",21222224,Erica,Brooklyn,Bedford-Stuyvesant,Entire home/apt
4092826,Forest Hills Villa 皇后区“曼哈顿”-森林小丘别墅!,21228368,Jessica,Queens,Forest Hills,Entire home/apt
4093399,DOMINIQUE'S NY*chic*  quiet room*wifi*metro,310670,Vie,Bronx,Eastchester,Private room
4093511,Soho 1 Bedroom,21232737,Donour,Manhattan,SoHo,Entire home/apt
4093591,1 Room & 1 Bath,11090576,Michael,Brooklyn,Bushwick,Private room
4096470,THE THOMPSON SUITE,4065620,Debbie,Brooklyn,Bedford-Stuyvesant,Entire home/apt
4097279,A room with a window,2705041,Alexa,Manhattan,East Village,Private room
4097284,"Bklyn, private Three Bedroom.",11948817,Leslie,Brooklyn,Canarsie,Entire home/apt
4098078,Hamilton Heights Convent Ave Apartment,15277039,Ryan,Manhattan,Harlem,Private room
4098271,"Spacious Bedroom, L.E.S.",20245055,Sade,Manhattan,Lower East Side,Private room
4098814,Private Single Room,1539749,Edward,Brooklyn,Bedford-Stuyvesant,Private room
4102208,"Convenient, clean and chic apartment",21279472,Zheni,Brooklyn,Carroll Gardens,Entire home/apt
4102483,Sunny room on quiet block,4473954,Milena,Manhattan,Upper West Side,Private room
4103623,Prospect Park Neighborhood Retreat,61463,Channa,Brooklyn,Windsor Terrace,Private room
4103970,Private room in hip east Williamsburg/Greenpoint,1637916,Mandy,Brooklyn,Greenpoint,Private room
4108547,East Village Queen Bed - Breakfast  - Subway 2 Blk,21315876,Helen,Manhattan,East Village,Private room
4108799,Gorgeous Big & Bright Greenpoint Apt,622779,Kat,Brooklyn,Greenpoint,Entire home/apt
4109246,Calm Bushwick Room--Next to subway!,7714918,Carrie-Anne,Brooklyn,Bushwick,Private room
4109420,"Accessible, large & stylish 2BR apt in Astoria!",19914713,Samantha,Queens,Astoria,Entire home/apt
4110645,Art deco apartment in Brooklyn,21327210,David,Brooklyn,Bay Ridge,Private room
4115327,The Garden Apartment,21352288,Deborah Lily,Brooklyn,South Slope,Entire home/apt
4116403,Bright Room in Great Location,4314639,Brad,Brooklyn,Crown Heights,Private room
4117134,Beautiful Room in the heart of NYC. Hell's Kitchen,4934489,Jessica,Manhattan,Hell's Kitchen,Private room
4117817,East Williamsburg Oasis,4516038,Zak,Brooklyn,Williamsburg,Private room
4118244,3-LvPenthouse NYC skyline Subwy 50m,21362718,Rafael,Brooklyn,Carroll Gardens,Entire home/apt
4118907,Charming 2-Bedroom Townhouse Apt,21367938,Rayna,Queens,Sunnyside,Entire home/apt
4119763,"Large, Sunny 25 min to Central Park",10172703,HayNoor,Bronx,Norwood,Private room
4119794,Large studio in Seaport Area,21371406,Anthony,Manhattan,Two Bridges,Entire home/apt
4120122,Cosy room in Williamsburg,21373495,Lara,Brooklyn,Williamsburg,Private room
4120182,Master Bedroom 别墅二楼主卧房,21228368,Jessica,Queens,Forest Hills,Private room
4121110,Upper West Side studio with private terrace,1923075,Andrew,Manhattan,Upper West Side,Entire home/apt
4121173,Large Studio in Luxury Building,17249397,Sushant,Manhattan,Financial District,Entire home/apt
4121363,Large Garden Alcove Studio Apartment in Manhattan,21380762,Rachel,Manhattan,East Harlem,Entire home/apt
4125398,Private Room in prime UWS duplex!,21400083,Katherine,Manhattan,Upper West Side,Private room
4125515,Cute room in Large Crown heights Apartment,21400616,LeKethia,Brooklyn,Crown Heights,Private room
4126452,Quiet Two Bedroom Apartment ,21405141,Altin,Manhattan,Gramercy,Entire home/apt
4126676,Great Apt 5min from Time Square NYC,19802029,Roger,Manhattan,Hell's Kitchen,Entire home/apt
4127402,Brand New Furnished Brooklyn Apt.,21336880,Madison,Brooklyn,Crown Heights,Entire home/apt
4127524,Entire 1BD Apt in Long Island City!,828682,Leora,Queens,Long Island City,Entire home/apt
4128337,Entire Apartment - charming 1BR-20min to Downtown,20543178,Pervaiz,Brooklyn,Bedford-Stuyvesant,Entire home/apt
4128428,Sunny Bedroom in quirky apartment,21416490,Elizabeth,Manhattan,Murray Hill,Private room
4128450,"Sunny, Spacious 1BR in BoCoCa",6885530,P,Brooklyn,Cobble Hill,Entire home/apt
4128603,Cute 1 bedroom apt in East Village,8280108,Prune,Manhattan,East Village,Entire home/apt
4129195,2 sleeping areas for 2 people together +2 singles,702419,Lars,Manhattan,Chelsea,Entire home/apt
4129212,Large 1 Bedroom apartment with office room.,11555258,Patrick,Brooklyn,Kensington,Private room
4129365,Beautiful SUNLIGHT in quiet apt!,21422095,Timothy,Brooklyn,Flatbush,Entire home/apt
4129487,Peaceful Retreat in a Brownstone,18397763,Seun And Marie,Brooklyn,Bedford-Stuyvesant,Private room
4129513,Haven of Tranquility in Bedstuy,18397763,Seun And Marie,Brooklyn,Bedford-Stuyvesant,Private room
4129541,Wonderful Getaway in Bedstuy,18397763,Seun And Marie,Brooklyn,Bedford-Stuyvesant,Private room
4129909,"Great View, only one block to metro",9234456,Angelo,Brooklyn,Bedford-Stuyvesant,Private room
4129992,Country in the City,20169986,Victoria,Brooklyn,Flatbush,Entire home/apt
4130266,Spacious Sunny Room,21020951,Claudina,Brooklyn,Bedford-Stuyvesant,Private room
4132116,Beautiful house top floor 1-3 large bedrooms,15908653,Gil,Brooklyn,Flatbush,Private room
4134035,Sunny Studio in Brooklyn,7677048,Florrie,Brooklyn,Downtown Brooklyn,Entire home/apt
4135674,Warm & lovely garden duplex in BK,2011110,Rebecca,Brooklyn,Fort Greene,Entire home/apt
4135848,Cozy Bedroom with en suite bathroom,21455632,Venessa,Manhattan,Harlem,Private room
4135876,"""The Studio"" Harlem Brownstone",21455957,Jason & Agnes,Manhattan,Harlem,Private room
4136252,Chic NYC apt - near train & 42st St,14952623,Ammy,Manhattan,Harlem,Private room
4136596,Entire Home/1 Bedroom Apt LES,21459667,Joanna,Manhattan,Lower East Side,Entire home/apt
4137414,"Sunny, Charming, and Zen",9232428,Scott,Manhattan,East Village,Entire home/apt
4137415,Private room overlooking yard in prime Bushwick,7410674,Jess And Josh,Brooklyn,Bushwick,Private room
4137645,Beautiful Williamsburg Private Room,11134688,Noelle,Brooklyn,Williamsburg,Private room
4137680,"LUXURY entire apt, steps to Central Park",3507684,Michael,Manhattan,Upper West Side,Entire home/apt
4137756,Gorgeous Newly-Renovated Apt,3145112,Emma,Queens,Ridgewood,Entire home/apt
4137789,"Sunny 2BR in Brooklyn townhouse, steps to subway",21466751,Elizabeth,Brooklyn,Windsor Terrace,Entire home/apt
4137900,Beautiful apartment on the UES,6087686,Tal,Manhattan,Upper East Side,Entire home/apt
4137979,Williamsburg/Greenpoint Studio,7243674,Eric,Brooklyn,Greenpoint,Entire home/apt
4140622,Spacious room in Bed-Stuy,21480710,Theodore,Brooklyn,Bedford-Stuyvesant,Entire home/apt
4140776,Basement 别墅的地下室,21228368,Jessica,Queens,Forest Hills,Private room
4142125,Modern South Slope Studio w View,18189742,Kat,Brooklyn,Sunset Park,Entire home/apt
4144519,1 Bedroom & Semi- Private Living Area,1756624,Samer,Queens,Sunnyside,Private room
4144630,Bedford Ave,21500500,Juan,Brooklyn,Williamsburg,Private room
4144849,Cozy little studio in Chelsea,21501965,Yulia,Manhattan,Chelsea,Entire home/apt
4145124,Studio Apt,651818,Lucio,Manhattan,Hell's Kitchen,Private room
4145494,Very Sunny Private Room with Bath,21505913,Geri,Brooklyn,Crown Heights,Private room
4148088,Central Harlem Private Studio,11950557,Loni & Russ,Manhattan,Harlem,Entire home/apt
4148280,Comfy and Smart on Prospect Park,4375988,Keturah,Brooklyn,Prospect-Lefferts Gardens,Private room
4150932,Cozy Bedroom in BK Apt,7848968,Morgan,Brooklyn,Prospect Heights,Private room
